Customer_ID,subscription_type,start_date,years_active,no_of_other_postpaid_accounts,frequent_availed_top_up_amount_30days,postpaid_plan_30days,monthly_revenue,no_of_top_ups_30days,last_date_top_up,days_since_last_two_top_ups,cellsite,no_of_days_subscribed_to_Call_Text_30days,no_of_days_subscribed_to_GoSurf_30days,no_of_days_subscribed_to_GoWatch_30days,no_of_days_subscribed_to_OtherApps_30days,total_hours_internet_usage_30days,total_hours_OtherApps_usage_30days,no_of_failed_Call_Text_30days,no_of_failed_Surfing_30days,no_of_failed_143hotline_30days,no_of_call_records_Complaint_30days,mins_of_call_records_Complaint_30days,no_of_logged_GlobeOne_30days,Survey_Score
0917-9461074386,postpaid,03/04/2019,0.27,0,145,799,944,1,5/22/2019,17,CN-21,30,22,10,27,176,87,16,30,13,7,14,26,9
0917-7204924983,prepaid,07/07/2009,10.06,0,100,0,300,4,4/16/2019,53,CN-10,23,24,18,8,147,95,10,18,14,10,24,20,0
0917-7735558251,prepaid,05/01/2011,8.22,0,300,0,300,2,5/27/2019,12,CN-23,29,20,9,4,174,91,12,4,21,7,5,5,9
0917-3031251992,postpaid,10/23/2010,8.75,0,29,999,1028,1,5/29/2019,10,CN-10,4,6,21,6,170,61,9,12,15,10,22,2,0
0917-9099730742,prepaid,04/02/2014,5.26,0,100,0,500,5,5/24/2019,15,CN-7,21,25,28,28,51,52,3,23,25,1,10,27,0
0917-8393988316,prepaid,6/13/2016,3.03,0,100,0,100,2,04/04/2019,65,CN-2,7,0,3,0,228,250,12,3,4,2,15,23,9
0917-5157903979,prepaid,3/23/2014,5.29,0,300,0,500,2,5/18/2019,21,CN-8,20,14,17,24,223,127,12,23,1,3,20,4,9
0917-5798883853,prepaid,07/02/2011,8.05,0,20,0,104,5,5/30/2019,9,CN-1,3,2,5,0,26,173,16,7,28,4,17,24,0
0917-7424263869,prepaid,12/12/2011,7.6,0,100,0,500,5,5/26/2019,13,CN-15,12,7,12,0,167,59,1,6,25,2,29,3,0
0917-4862146488,prepaid,8/24/2018,0.8,0,100,0,300,3,4/16/2019,53,CN-5,28,21,13,21,188,61,20,27,9,4,2,16,7
0917-3109548221,postpaid,5/16/2016,3.1,1,17,999,1016,1,5/18/2019,21,CN-19,24,26,27,27,275,182,8,2,9,9,22,11,10
0917-5718147256,prepaid,10/22/2018,0.64,0,50,0,51,1,5/31/2019,8,CN-15,5,0,1,0,261,238,7,30,23,5,17,13,0
0917-2613176290,postpaid,4/21/2016,3.17,0,260,999,1259,1,5/25/2019,14,CN-13,18,30,13,27,239,34,8,7,10,3,2,15,0
0917-7344574482,prepaid,01/06/2018,1.44,0,50,0,120,1,04/07/2019,62,CN-14,6,2,4,0,13,295,29,8,27,6,15,13,0
0917-5762222983,postpaid,7/16/2013,5.98,0,500,1299,1799,1,5/29/2019,10,CN-13,18,14,14,7,174,287,9,27,1,9,4,5,0
0917-3917564791,prepaid,06/05/2015,4.07,0,50,0,191,3,4/27/2019,42,CN-22,1,3,5,0,101,200,5,27,29,6,24,12,9
0917-4415859394,postpaid,7/23/2015,3.93,1,136,1299,1435,1,06/03/2019,5,CN-20,8,26,12,10,176,209,13,24,7,2,22,29,0
0917-4051319429,prepaid,11/12/2011,7.68,0,100,0,500,6,06/02/2019,6,CN-19,15,22,27,3,277,293,23,18,5,4,5,27,10
0917-5704616779,prepaid,9/25/2015,3.75,0,100,0,400,4,05/02/2019,37,CN-8,25,7,22,0,209,57,6,1,30,2,12,17,0
0917-4526657960,prepaid,07/02/2015,3.99,0,100,0,400,5,4/30/2019,39,CN-6,20,10,12,23,275,151,23,14,1,8,9,5,0
0917-1807883684,prepaid,6/20/2009,10.11,0,300,0,600,3,05/11/2019,28,CN-1,7,20,30,0,150,34,7,1,15,3,20,20,0
0917-2341182030,prepaid,10/29/2011,7.72,0,20,0,80,2,4/15/2019,54,CN-4,5,0,1,0,207,220,20,18,17,6,30,16,0
0917-6806457049,prepaid,12/08/2010,8.62,0,500,0,500,2,5/28/2019,11,CN-11,8,7,9,0,18,263,30,12,16,1,27,6,10
0917-5815923182,prepaid,11/20/2010,8.67,0,100,0,400,4,05/05/2019,34,CN-5,27,8,21,3,300,240,8,22,18,8,17,23,0
0917-6559523137,postpaid,12/14/2017,1.5,1,0,599,599,1,06/03/2019,5,CN-3,30,3,28,9,273,245,6,3,22,2,5,4,0
0917-4052188552,postpaid,12/07/2017,1.52,0,500,799,1299,1,06/03/2019,5,CN-25,5,7,27,13,232,299,21,22,26,7,16,22,0
0917-6137577525,prepaid,8/20/2017,1.82,0,15,0,62,2,4/30/2019,39,CN-13,1,1,3,0,124,202,23,28,7,2,4,23,0
0917-7592751442,prepaid,2/16/2012,7.41,0,20,0,74,3,4/16/2019,53,CN-25,5,0,3,0,3,247,8,12,26,10,27,13,0
0917-9461573058,prepaid,9/25/2015,3.75,0,500,0,656,2,04/04/2019,65,CN-1,27,25,25,15,200,108,5,11,16,1,28,3,0
0917-9804273013,prepaid,07/11/2011,8.02,0,100,0,300,4,4/26/2019,43,CN-21,27,7,30,0,155,67,4,4,11,4,2,7,9
0917-2371899937,prepaid,3/22/2017,2.24,0,100,0,100,2,4/29/2019,40,CN-11,4,2,2,0,154,36,7,29,26,6,30,10,9
0917-2226678621,postpaid,3/25/2019,0.21,0,400,599,999,1,5/22/2019,17,CN-16,13,6,21,29,155,137,4,16,17,4,7,6,0
0917-3381655696,prepaid,06/02/2019,0.02,0,20,0,186,4,5/28/2019,11,CN-15,5,7,7,0,119,243,30,14,23,4,11,2,0
0917-5354878138,prepaid,9/25/2010,8.83,0,300,0,400,2,06/05/2019,3,CN-6,23,26,13,11,46,255,16,27,2,9,22,16,0
0917-8127164223,prepaid,12/29/2013,5.52,0,100,0,300,2,5/15/2019,24,CN-17,28,17,25,30,223,11,20,13,15,9,21,14,0
0917-4959598744,prepaid,5/31/2019,0.02,0,100,0,100,2,5/14/2019,25,CN-23,1,3,3,0,210,298,19,15,27,4,28,28,0
0917-8863521335,prepaid,5/20/2019,0.05,0,20,0,162,8,05/02/2019,37,CN-5,0,5,2,0,278,45,3,10,4,7,5,27,9
0917-3754757896,prepaid,7/26/2012,6.97,0,100,0,400,4,5/13/2019,26,CN-12,9,30,13,29,144,273,11,25,24,10,9,20,5
0917-4325434167,postpaid,11/26/2011,7.64,0,201,1499,1700,1,06/01/2019,7,CN-19,19,7,15,2,115,179,15,4,8,7,4,3,0
0917-3967852784,prepaid,5/22/2018,1.06,0,100,0,300,3,4/24/2019,45,CN-16,17,18,13,20,17,72,21,20,28,10,2,15,9
0917-3019765201,postpaid,12/12/2014,4.55,1,258,1299,1557,1,5/17/2019,22,CN-23,12,4,26,28,116,277,12,27,27,5,22,9,0
0917-3045991186,postpaid,2/25/2009,10.43,0,99,799,898,1,5/18/2019,21,CN-21,14,2,6,18,203,279,12,30,20,8,24,11,10
0917-8883410390,postpaid,4/22/2017,2.16,0,212,1999,2211,1,5/25/2019,14,CN-20,22,21,14,17,221,93,2,16,30,3,9,30,0
0917-6305862049,postpaid,08/12/2011,7.94,0,79,999,1078,1,5/25/2019,14,CN-25,23,26,28,26,284,223,16,7,5,2,14,9,0
0917-5183347418,prepaid,11/14/2011,7.67,0,300,0,800,2,04/04/2019,65,CN-14,14,19,30,7,181,208,12,3,15,6,15,23,0
0917-4265429978,prepaid,06/08/2018,1.01,0,100,0,400,4,4/24/2019,45,CN-8,26,25,22,14,223,24,19,25,17,7,13,19,9
0917-6876902314,prepaid,3/24/2009,10.35,0,100,0,100,2,06/03/2019,5,CN-24,1,2,2,0,147,68,26,23,5,2,23,30,0
0917-3451250686,prepaid,7/22/2016,2.92,0,100,0,400,3,04/07/2019,62,CN-25,7,25,22,0,243,267,18,24,3,2,24,10,9
0917-8634410200,prepaid,05/07/2009,10.23,0,100,0,400,4,5/28/2019,11,CN-4,24,10,19,27,47,185,25,14,18,4,9,6,3
0917-3175332138,prepaid,3/17/2012,7.33,0,20,0,127,5,5/23/2019,16,CN-8,5,1,6,0,189,114,10,11,24,1,9,13,9
0917-6604386049,prepaid,6/20/2013,6.05,0,15,0,83,4,04/06/2019,63,CN-7,3,3,0,0,57,97,9,2,18,5,2,3,9
0917-7139805889,prepaid,09/10/2018,0.75,0,20,0,115,2,4/17/2019,52,CN-18,0,7,2,0,122,196,29,11,12,10,18,24,9
0917-1295523614,prepaid,05/09/2014,5.15,0,100,0,600,2,5/13/2019,26,CN-20,22,11,13,22,135,29,18,20,7,6,15,24,0
0917-1193608892,prepaid,07/04/2014,5,0,300,0,579,2,4/28/2019,41,CN-21,20,28,21,25,92,254,20,2,7,5,21,14,0
0917-2151912727,postpaid,5/21/2011,8.17,1,277,1799,2076,1,5/20/2019,19,CN-21,9,13,30,24,294,216,16,19,28,8,28,27,9
0917-2966294182,prepaid,2/29/2012,7.38,0,300,0,300,2,5/27/2019,12,CN-6,26,28,28,24,270,55,6,20,21,6,20,2,0
0917-4593955770,prepaid,12/07/2015,3.55,0,300,0,400,2,04/12/2019,57,CN-13,11,15,29,17,235,75,1,24,22,2,13,29,9
0917-3304675439,prepaid,7/27/2012,6.96,0,100,0,300,4,5/18/2019,21,CN-9,14,29,28,25,283,162,11,24,24,8,28,6,5
0917-3397196083,prepaid,1/13/2011,8.52,0,50,0,81,1,5/13/2019,26,CN-11,7,3,3,0,188,300,12,1,9,1,24,13,9
0917-4472121897,postpaid,12/08/2018,0.5,0,700,599,1299,1,06/04/2019,4,CN-17,16,3,27,8,116,123,27,4,3,3,21,9,0
0917-6465959812,prepaid,10/16/2011,7.75,0,100,0,400,2,4/25/2019,44,CN-23,17,7,16,0,167,176,16,5,20,6,3,19,8
0917-7272872782,prepaid,11/14/2009,9.7,0,50,0,184,2,5/13/2019,26,CN-24,6,7,2,0,108,9,19,23,15,1,22,20,9
0917-2853493027,prepaid,10/25/2017,1.64,0,100,0,400,5,4/16/2019,53,CN-8,21,22,27,8,123,94,28,29,4,7,1,28,0
0917-9819568013,postpaid,1/24/2010,9.5,5,272,1299,1571,1,5/25/2019,14,CN-21,13,5,29,25,220,144,5,10,22,1,23,24,0
0917-8229817957,prepaid,11/23/2017,1.56,0,100,0,500,2,4/14/2019,55,CN-8,24,12,13,27,113,133,1,3,5,7,21,15,9
0917-1653968663,postpaid,9/22/2018,0.72,0,106,1799,1905,1,5/24/2019,15,CN-2,1,7,11,29,226,2,26,19,1,10,26,15,0
0917-7983510687,prepaid,8/22/2018,0.8,0,100,0,300,4,05/09/2019,30,CN-2,11,15,10,22,234,94,18,6,2,6,21,14,0
0917-1566870507,postpaid,6/23/2017,1.99,3,52,1299,1351,1,05/12/2019,27,CN-6,24,30,6,28,124,281,27,24,19,5,9,11,8
0917-9841964672,postpaid,09/05/2011,7.87,0,200,599,799,1,5/17/2019,22,CN-3,16,3,14,5,14,29,26,19,18,3,14,13,9
0917-6403979925,prepaid,11/11/2012,6.67,0,100,0,300,2,5/15/2019,24,CN-25,27,30,17,17,46,259,17,19,29,2,5,9,0
0917-8973916438,prepaid,5/14/2012,7.17,0,100,0,400,5,5/30/2019,9,CN-22,8,15,23,22,18,225,22,28,22,9,11,5,3
0917-2369003109,prepaid,7/17/2018,0.9,0,100,0,500,3,04/02/2019,67,CN-14,27,30,30,17,145,167,16,6,10,8,28,3,0
0917-4091225293,prepaid,4/23/2017,2.15,0,50,0,169,3,4/19/2019,50,CN-3,6,6,2,0,230,22,8,6,12,5,11,26,0
0917-9944187652,postpaid,10/02/2010,8.81,0,301,1299,1600,1,5/24/2019,15,CN-9,13,4,15,15,84,206,28,23,17,1,12,14,9
0917-6597865785,prepaid,09/03/2010,8.89,0,30,0,159,1,4/25/2019,44,CN-7,6,0,1,0,178,18,25,6,4,8,17,6,0
0917-5539715722,prepaid,4/14/2018,1.17,0,100,0,300,2,5/16/2019,23,CN-18,17,18,18,25,13,275,3,30,25,8,4,3,0
0917-7215159027,postpaid,9/17/2018,0.73,1,0,599,599,1,5/13/2019,26,CN-14,16,13,17,11,180,94,5,26,27,5,28,18,0
0917-8796701882,prepaid,10/06/2016,2.71,0,100,0,400,5,04/06/2019,63,CN-22,22,20,27,17,271,144,18,20,4,5,7,20,9
0917-4371897186,prepaid,04/12/2019,0.16,0,15,0,152,3,4/20/2019,49,CN-21,3,0,3,0,264,40,28,24,24,5,16,11,0
0917-4341641166,postpaid,6/17/2017,2,1,500,799,1299,1,5/31/2019,8,CN-19,27,23,10,20,47,187,13,26,2,5,12,25,0
0917-9952259323,prepaid,2/28/2009,10.42,0,15,0,84,5,06/04/2019,4,CN-19,7,0,0,0,62,115,29,10,17,8,21,13,0
0917-7617109376,prepaid,11/23/2014,4.6,0,300,0,324,2,5/14/2019,25,CN-21,17,15,10,12,50,6,7,15,30,8,4,17,0
0917-7558728147,prepaid,10/22/2012,6.72,0,100,0,400,5,04/04/2019,65,CN-23,14,12,28,18,255,110,23,21,24,4,25,12,7
0917-8187691011,postpaid,6/30/2016,2.98,1,281,599,880,1,5/18/2019,21,CN-13,27,27,23,10,191,21,18,7,18,4,14,29,9
0917-8174609691,postpaid,9/25/2010,8.83,2,124,999,1123,1,5/25/2019,14,CN-14,29,10,29,19,278,96,22,4,30,1,20,19,0
0917-1413203176,prepaid,04/02/2018,1.2,0,100,0,400,4,5/13/2019,26,CN-17,24,28,17,7,186,138,30,26,23,3,1,27,0
0917-3905089914,prepaid,12/27/2009,9.58,0,300,0,400,2,06/01/2019,7,CN-11,12,13,24,6,132,66,6,30,21,2,18,30,9
0917-1907744762,prepaid,6/23/2016,3,0,20,0,55,1,5/19/2019,20,CN-22,7,1,2,0,11,246,22,24,7,1,10,23,3
0917-9279633326,prepaid,2/16/2016,3.35,0,15,0,125,4,5/19/2019,20,CN-16,7,3,5,0,161,11,25,25,9,8,11,8,0
0917-4992211049,prepaid,4/16/2012,7.25,0,100,0,400,5,5/26/2019,13,CN-14,17,23,14,24,287,103,10,26,16,4,16,7,7
0917-4211584994,postpaid,8/17/2012,6.9,0,272,599,871,1,06/04/2019,4,CN-24,5,18,19,17,89,101,20,16,14,5,14,23,9
0917-8834380015,prepaid,5/17/2014,5.13,0,300,0,500,2,06/04/2019,4,CN-7,27,23,7,0,80,69,25,7,30,4,21,15,0
0917-5284702215,postpaid,07/05/2016,2.97,0,501,599,1100,1,06/04/2019,4,CN-3,28,29,27,11,193,244,22,1,9,4,4,5,8
0917-5954075250,prepaid,7/14/2015,3.96,0,300,0,400,2,04/11/2019,58,CN-23,30,27,7,0,67,217,12,22,21,4,10,28,10
0917-3673454648,prepaid,5/19/2011,8.17,0,100,0,500,3,5/30/2019,9,CN-20,17,26,11,23,82,74,28,9,1,9,14,13,7
0917-7981957247,prepaid,2/18/2011,8.42,0,100,0,200,2,5/23/2019,16,CN-15,4,1,3,0,214,229,26,23,12,3,23,11,0
0917-6066161727,postpaid,3/30/2010,9.32,0,0,599,599,1,5/18/2019,21,CN-25,4,9,26,10,36,125,28,30,6,3,4,18,0
0917-2112851621,prepaid,11/11/2012,6.67,0,15,0,183,8,5/14/2019,25,CN-21,0,6,0,0,29,147,24,24,9,8,11,30,0
0917-6343702665,prepaid,08/10/2016,2.87,0,500,0,551,2,05/05/2019,34,CN-5,28,24,8,15,9,252,25,13,10,5,13,1,0
0917-8657046970,prepaid,1/31/2009,10.5,0,50,0,143,1,5/28/2019,11,CN-9,5,7,4,0,34,26,6,9,18,8,27,7,0
0917-3589624722,prepaid,8/19/2015,3.86,0,300,0,900,4,04/11/2019,58,CN-2,15,24,24,22,111,283,11,30,5,4,25,9,0
0917-2776459314,prepaid,4/23/2014,5.2,0,100,0,100,2,4/25/2019,44,CN-15,6,0,2,0,1,87,20,22,3,1,15,4,0
0917-4836423475,prepaid,1/15/2013,6.49,0,100,0,300,2,05/03/2019,36,CN-13,15,9,23,20,24,221,12,7,24,8,19,5,0
0917-3822089573,prepaid,7/26/2018,0.88,0,50,0,102,1,04/01/2019,68,CN-6,3,0,7,0,199,60,15,27,30,1,7,22,0
0917-3619964334,prepaid,11/06/2017,1.61,0,50,0,133,2,05/08/2019,31,CN-7,2,1,2,0,235,91,8,16,4,10,29,26,7
0917-4918658827,postpaid,9/16/2011,7.84,0,400,599,999,1,5/22/2019,17,CN-22,10,17,9,7,92,61,23,10,18,3,10,16,0
0917-8742636514,postpaid,09/04/2015,3.81,0,52,1499,1551,1,5/25/2019,14,CN-19,2,5,17,11,176,102,3,13,24,2,20,25,0
0917-4302293426,prepaid,12/24/2016,2.49,0,500,0,522,2,5/25/2019,14,CN-22,23,13,11,30,13,242,26,20,16,6,5,25,0
0917-8314958437,prepaid,06/09/2016,3.04,0,100,0,900,5,05/08/2019,31,CN-9,14,14,20,13,174,195,17,20,20,9,25,26,8
0917-4189993081,prepaid,8/18/2018,0.82,0,50,0,197,1,06/05/2019,3,CN-17,5,2,3,0,121,137,29,26,28,2,17,25,7
0917-7622916332,postpaid,8/14/2009,9.96,0,501,599,1100,1,5/24/2019,15,CN-9,4,2,1,10,20,220,14,4,12,4,3,4,9
0917-7022353332,prepaid,02/12/2017,2.35,0,300,0,400,2,4/16/2019,53,CN-21,21,13,23,7,168,147,23,25,25,8,3,7,0
0917-5698587467,postpaid,4/15/2015,4.21,0,208,1299,1507,1,5/20/2019,19,CN-23,19,18,18,26,103,53,9,20,8,8,16,17,0
0917-4083775745,prepaid,8/21/2013,5.88,0,100,0,400,4,5/26/2019,13,CN-16,11,13,9,15,118,213,27,18,25,6,3,14,0
0917-2234056375,prepaid,1/29/2014,5.43,0,300,0,400,2,05/04/2019,35,CN-19,15,12,11,28,183,64,25,6,7,10,23,13,3
0917-6991319969,prepaid,06/11/2016,3.03,0,100,0,400,2,04/06/2019,63,CN-24,20,20,16,12,148,83,30,10,12,8,22,8,0
0917-1562865319,postpaid,05/08/2009,10.23,0,0,599,599,1,5/25/2019,14,CN-6,29,15,9,22,10,164,26,18,5,10,7,10,9
0917-7445558805,postpaid,5/29/2013,6.11,0,85,799,884,1,5/18/2019,21,CN-14,2,8,20,15,125,256,1,27,24,5,16,10,0
0917-2792440061,postpaid,12/11/2013,5.57,0,500,999,1499,1,5/14/2019,25,CN-9,29,10,20,29,156,48,10,12,13,6,24,4,5
0917-6862605417,postpaid,3/14/2009,10.38,0,149,1499,1648,1,5/18/2019,21,CN-14,12,30,3,8,84,262,16,21,27,6,14,1,0
0917-2149966194,prepaid,09/04/2018,0.77,0,50,0,57,1,4/22/2019,47,CN-2,2,2,3,0,157,279,27,1,30,6,19,25,7
0917-5588464507,postpaid,8/20/2013,5.88,0,200,599,799,1,05/11/2019,28,CN-24,29,10,19,30,7,196,14,2,27,4,13,24,9
0917-1704282427,prepaid,12/09/2014,4.56,0,50,0,156,3,05/11/2019,28,CN-3,0,3,0,0,59,80,2,1,4,2,10,29,0
0917-8357817826,prepaid,01/10/2009,10.56,0,100,0,400,4,4/17/2019,52,CN-15,27,30,12,16,168,194,12,8,28,2,26,28,0
0917-1319568511,prepaid,4/20/2018,1.15,0,300,0,495,2,5/21/2019,18,CN-6,26,18,14,21,86,58,8,1,22,3,25,28,9
0917-6797493223,prepaid,10/04/2013,5.76,0,300,0,400,2,5/26/2019,13,CN-18,14,18,12,24,72,111,29,4,19,3,11,13,0
0917-6797006124,prepaid,5/23/2019,0.04,0,100,0,300,3,5/26/2019,13,CN-15,17,24,15,3,66,51,11,16,17,10,27,6,10
0917-6368466612,postpaid,2/26/2019,0.28,0,22,599,621,1,5/25/2019,14,CN-5,24,20,24,4,15,299,29,19,25,4,3,25,10
0917-3655945936,postpaid,3/18/2015,4.29,0,221,999,1220,1,5/28/2019,11,CN-8,23,29,12,11,9,275,25,29,9,5,22,11,0
0917-4924836114,prepaid,02/08/2012,7.44,0,100,0,300,3,5/27/2019,12,CN-16,9,15,11,22,63,240,29,29,8,2,8,13,9
0917-9223411833,prepaid,6/25/2012,7.05,0,100,0,400,3,04/04/2019,65,CN-6,24,10,26,13,174,203,5,15,7,7,14,3,0
0917-9394526548,prepaid,08/10/2009,9.97,0,50,0,127,1,5/14/2019,25,CN-20,2,6,3,0,148,185,29,13,3,9,24,25,9
0917-9393335252,prepaid,11/05/2018,0.6,0,100,0,400,3,4/25/2019,44,CN-3,30,21,22,11,140,123,21,9,18,2,15,14,0
0917-5409153468,postpaid,11/13/2011,7.68,2,0,999,999,1,5/15/2019,24,CN-6,20,18,13,22,67,154,18,17,11,10,21,13,0
0917-6952824565,prepaid,4/16/2015,4.2,0,50,0,187,2,04/10/2019,59,CN-17,3,7,7,0,56,55,10,17,5,8,9,6,0
0917-6006283883,prepaid,12/18/2015,3.52,0,300,0,400,2,05/07/2019,32,CN-4,8,10,16,21,20,16,19,28,15,6,30,25,9
0917-8155589841,prepaid,01/11/2016,3.45,0,100,0,400,2,4/23/2019,46,CN-21,22,18,28,18,25,53,20,24,7,2,28,29,9
0917-7998472437,prepaid,4/26/2013,6.2,0,20,0,174,4,4/30/2019,39,CN-4,6,1,0,0,241,236,27,25,27,3,12,5,9
0917-7546055140,postpaid,9/21/2016,2.75,1,400,599,999,1,5/25/2019,14,CN-24,8,20,22,26,186,147,25,29,6,3,23,13,0
0917-5098405640,prepaid,11/19/2016,2.59,0,100,0,400,3,06/05/2019,3,CN-14,16,24,7,0,111,176,20,16,16,6,13,24,0
0917-8775433962,postpaid,4/27/2016,3.16,1,0,599,599,1,5/22/2019,17,CN-22,1,6,30,3,42,164,17,30,30,6,22,20,7
0917-6264288663,postpaid,5/16/2019,0.06,0,501,599,1100,1,5/29/2019,10,CN-7,29,26,7,1,84,171,4,13,3,5,15,15,0
0917-7894158268,prepaid,3/20/2014,5.29,0,100,0,500,6,5/30/2019,9,CN-13,21,26,16,19,34,184,25,22,9,4,14,29,0
0917-3514722800,prepaid,4/29/2013,6.2,0,300,0,300,2,4/19/2019,50,CN-20,28,24,13,3,200,51,2,12,9,6,11,14,0
0917-8435500869,prepaid,11/14/2017,1.59,0,100,0,300,2,5/26/2019,13,CN-3,28,8,19,13,38,268,14,30,8,1,20,29,8
0917-1012851510,prepaid,12/13/2017,1.5,0,500,0,623,2,06/05/2019,3,CN-17,22,29,16,16,196,70,5,16,12,6,22,23,0
0917-6616241676,prepaid,09/04/2016,2.8,0,100,0,300,2,4/16/2019,53,CN-1,23,28,18,8,15,118,24,8,5,2,8,27,10
0917-5812772709,prepaid,7/25/2016,2.91,0,100,0,400,2,05/05/2019,34,CN-21,21,17,28,19,94,119,6,28,15,9,23,25,0
0917-7627389816,prepaid,1/20/2019,0.39,0,100,0,400,2,4/16/2019,53,CN-2,21,29,10,12,7,31,18,11,13,3,5,5,0
0917-3166381281,postpaid,3/24/2014,5.28,1,0,999,999,1,5/25/2019,14,CN-25,24,2,28,29,269,183,13,5,14,9,2,4,0
0917-9316030763,postpaid,11/28/2018,0.53,2,0,599,599,1,06/03/2019,5,CN-16,6,18,16,18,244,194,2,29,18,2,14,14,0
0917-3853482466,prepaid,3/16/2012,7.33,0,50,0,103,1,5/28/2019,11,CN-14,4,6,3,0,169,262,1,15,24,3,8,8,0
0917-6881878035,prepaid,7/25/2014,4.94,0,300,0,300,2,4/25/2019,44,CN-25,7,14,25,0,39,163,23,7,13,3,28,10,9
0917-2357984160,postpaid,11/12/2015,3.62,0,139,999,1138,1,5/17/2019,22,CN-13,11,13,18,7,4,264,9,5,18,10,5,3,5
0917-3903414864,prepaid,5/26/2013,6.12,0,300,0,500,2,04/02/2019,67,CN-7,21,19,27,26,94,32,11,24,14,8,5,21,0
0917-6039523747,prepaid,10/31/2009,9.74,0,100,0,400,4,4/19/2019,50,CN-9,23,28,24,5,234,81,25,17,26,2,13,27,7
0917-8981303027,postpaid,05/03/2012,7.2,0,285,1299,1584,1,5/18/2019,21,CN-9,13,6,8,9,209,153,15,3,9,7,9,30,0
0917-5517738878,prepaid,12/05/2018,0.51,0,100,0,300,3,4/16/2019,53,CN-9,15,29,30,29,143,22,16,5,18,6,21,4,0
0917-7403915740,postpaid,3/20/2018,1.24,0,200,599,799,1,5/20/2019,19,CN-17,11,15,9,16,250,298,28,12,11,7,13,16,5
0917-3906504959,postpaid,03/02/2017,2.3,0,153,799,952,1,5/25/2019,14,CN-8,30,14,9,15,168,281,17,6,6,3,15,23,0
0917-7185563464,prepaid,05/04/2014,5.17,0,100,0,300,3,5/25/2019,14,CN-12,15,29,13,10,14,190,15,28,30,2,5,11,0
0917-7803011272,postpaid,7/17/2014,4.96,0,101,999,1100,1,5/28/2019,11,CN-17,27,24,12,10,5,53,1,21,1,9,24,6,7
0917-8578308287,prepaid,8/22/2010,8.92,0,300,0,300,2,5/30/2019,9,CN-4,26,26,22,12,146,203,11,16,20,3,28,19,0
0917-3204595700,prepaid,11/28/2012,6.62,0,500,0,750,2,04/04/2019,65,CN-8,12,8,18,17,7,37,8,16,1,3,30,13,0
0917-7627725604,postpaid,6/16/2013,6.06,5,17,1799,1816,1,5/18/2019,21,CN-25,28,28,23,9,49,116,1,10,15,1,28,16,0
0917-7685503337,postpaid,1/17/2019,0.39,0,7,999,1006,1,5/22/2019,17,CN-14,15,6,29,22,124,252,30,14,6,7,2,9,0
0917-2326160098,prepaid,06/02/2011,8.13,0,100,0,400,3,06/05/2019,3,CN-1,15,28,22,24,133,84,18,22,26,6,20,21,0
0917-9484485525,prepaid,06/07/2011,8.12,0,100,0,100,2,5/25/2019,14,CN-20,1,1,0,0,238,16,30,29,25,5,8,5,0
0917-5886578081,postpaid,7/22/2015,3.94,3,296,999,1295,1,5/25/2019,14,CN-17,20,16,20,1,242,97,3,25,25,6,24,3,0
0917-7795155991,prepaid,8/25/2009,9.93,0,300,0,400,2,5/30/2019,9,CN-3,27,12,11,28,207,88,10,4,26,6,1,8,3
0917-1623370811,prepaid,11/13/2013,5.65,0,100,0,500,4,04/04/2019,65,CN-14,12,13,11,6,221,287,6,27,12,8,7,21,0
0917-9172355210,prepaid,8/15/2014,4.88,0,100,0,100,2,5/13/2019,26,CN-21,1,3,1,0,90,34,3,24,16,4,26,3,10
0917-8424790482,prepaid,01/04/2011,8.55,0,50,0,145,2,4/21/2019,48,CN-23,4,6,6,0,90,116,15,16,27,3,6,25,9
0917-4726096238,prepaid,01/07/2019,0.42,0,300,0,400,2,5/28/2019,11,CN-9,14,25,20,8,120,203,12,19,30,10,17,12,0
0917-5399407411,prepaid,12/25/2010,8.57,0,100,0,500,4,4/29/2019,40,CN-17,11,24,9,14,4,264,25,7,22,9,10,7,7
0917-9469616290,postpaid,6/28/2009,10.09,3,0,999,999,1,5/18/2019,21,CN-4,11,20,18,2,4,15,27,19,6,5,16,6,0
0917-3398096688,prepaid,09/05/2012,6.85,0,100,0,400,2,04/09/2019,60,CN-12,11,15,7,0,165,117,25,18,28,7,27,19,3
0917-6288609879,prepaid,4/29/2009,10.25,0,50,0,174,3,04/11/2019,58,CN-18,6,2,2,0,163,176,13,6,14,7,13,6,0
0917-7042509582,prepaid,12/09/2013,5.57,0,500,0,500,2,05/08/2019,31,CN-18,22,26,30,25,118,241,3,29,3,3,22,14,0
0917-4341476947,prepaid,11/12/2010,8.69,0,100,0,400,4,5/22/2019,17,CN-21,17,17,26,9,253,99,13,26,17,6,1,27,0
0917-4289629715,postpaid,03/02/2016,3.31,0,0,999,999,1,5/25/2019,14,CN-14,22,23,7,21,177,165,16,1,25,3,12,28,0
0917-9112926651,prepaid,9/15/2016,2.77,0,300,0,400,2,06/02/2019,6,CN-16,18,13,13,5,68,19,22,3,28,2,6,5,0
0917-9631579815,postpaid,3/24/2010,9.34,0,293,599,892,1,5/15/2019,24,CN-23,19,4,22,6,60,83,2,3,11,9,11,8,0
0917-7785212689,postpaid,09/09/2016,2.78,0,0,599,599,1,5/25/2019,14,CN-1,1,11,9,24,128,154,22,29,17,10,3,13,0
